Frame frameNum: distHori distDiag pose time xPos zPos
Trial trialNum: pose xPos zPos time
Selection trialNum: distHori distDiag pose time xPos zPos selection trialTime reward score
Frame 87:	41.342	41.342	270.000	8.815	225.573	255.000
Frame 88:	40.440	40.440	270.000	8.905	224.672	255.000
Frame 89:	39.434	39.434	270.000	9.006	223.666	255.000
Frame 90:	38.453	38.453	270.000	9.104	222.685	255.000
Frame 91:	37.306	37.306	270.000	9.218	221.538	255.000
Frame 92:	36.477	36.477	270.000	9.301	220.708	255.000
Frame 93:	35.422	35.422	270.000	9.407	219.654	255.000
Frame 94:	34.425	34.425	270.000	9.506	218.656	255.000
Frame 95:	33.477	33.477	270.000	9.601	217.709	255.000
Frame 96:	32.395	32.395	270.000	9.709	216.626	255.000
Frame 97:	31.402	31.402	270.000	9.809	215.633	255.000
Frame 98:	30.353	30.353	270.000	9.914	214.584	255.000
Frame 99:	29.285	29.285	270.000	10.020	213.516	255.000
Frame 100:	28.455	28.455	270.000	10.103	212.687	255.000
Frame 101:	27.397	27.397	270.000	10.209	211.629	255.000
Frame 102:	26.404	26.404	270.000	10.309	210.635	255.000
Frame 103:	25.386	25.386	270.000	10.410	209.618	255.000
Frame 104:	24.341	24.341	270.000	10.515	208.573	255.000
Frame 105:	23.346	23.346	270.000	10.614	207.578	255.000
Frame 106:	22.400	22.400	270.000	10.709	206.631	255.000
Frame 107:	21.332	21.332	270.000	10.816	205.563	255.000
Frame 108:	20.338	20.338	270.000	10.915	204.569	255.000
Frame 109:	19.444	19.444	270.000	11.005	203.676	255.000
Frame 110:	18.419	18.419	270.000	11.107	202.650	255.000
Frame 111:	17.425	17.425	278.288	11.207	201.657	255.048
Frame 112:	16.448	16.450	288.306	11.307	200.680	255.264
Frame 113:	15.481	15.495	294.932	11.411	199.712	255.661
Frame 114:	14.574	14.614	294.932	11.511	198.806	256.082
Frame 115:	13.751	13.829	294.932	11.602	197.983	256.465
Frame 116:	12.850	12.987	294.932	11.702	197.081	256.884
Frame 117:	11.822	12.049	288.297	11.814	196.053	257.330
Frame 118:	10.840	11.146	283.329	11.915	195.071	257.592
Frame 119:	9.873	10.268	283.329	12.015	194.104	257.821
Frame 120:	8.918	9.424	283.329	12.113	193.149	258.048
Frame 121:	7.991	8.633	283.329	12.208	192.222	258.267
Frame 122:	7.022	7.844	283.329	12.308	191.253	258.497
Frame 123:	6.086	7.132	283.329	12.404	190.317	258.719
Frame 124:	4.998	6.387	283.329	12.516	189.230	258.976
Frame 125:	4.482	5.893	283.329	12.615	188.714	258.826
Frame 126:	4.232	5.510	283.329	12.702	188.464	258.529
Frame 127:	3.945	5.071	283.329	12.801	188.177	258.187
Frame 128:	3.628	4.588	283.329	12.911	187.860	257.809
Frame 129:	3.371	4.198	283.329	13.000	187.603	257.502
Frame 130:	3.037	3.694	283.329	13.116	187.268	257.104
Frame 131:	2.753	3.270	283.329	13.215	186.984	256.765
Frame 132:	2.465	2.845	283.329	13.314	186.696	256.422
Frame 133:	2.177	2.430	283.329	13.414	186.409	256.080
Frame 134:	1.890	2.028	283.329	13.514	186.121	255.737
Frame 135:	1.556	1.593	283.329	13.629	185.787	255.339
Frame 136:	1.013	1.018	283.329	13.712	185.244	255.099
Frame 137:	0.092	0.141	283.329	13.807	184.324	255.107
Frame 138:	0.000	0.000	277.360	13.906	184.231	255.000
Frame 139:	0.000	0.000	270.000	14.015	184.231	255.000
Frame 140:	0.000	0.000	270.000	14.114	184.231	255.000
Frame 141:	0.000	0.000	270.000	14.213	184.231	255.000
Frame 142:	0.000	0.000	270.000	14.313	184.231	255.000
Frame 143:	0.000	0.000	270.000	14.412	184.231	255.000
Frame 144:	0.000	0.000	270.000	14.512	184.231	255.000
Frame 145:	0.000	0.000	270.000	14.611	184.231	255.000
Frame 146:	0.000	0.000	270.000	14.711	184.231	255.000
Frame 147:	0.000	0.000	270.000	14.810	184.231	255.000
Frame 148:	0.000	0.000	270.000	14.910	184.231	255.000
Frame 149:	0.000	0.000	270.000	15.009	184.231	255.000
Frame 150:	0.000	0.000	270.000	15.108	184.231	255.000
Frame 151:	0.000	0.000	270.000	15.208	184.231	255.000
Frame 152:	0.000	0.000	270.000	15.307	184.231	255.000
Frame 153:	0.000	0.000	270.000	15.407	184.231	255.000
Frame 154:	0.000	0.000	270.000	15.506	184.231	255.000
Frame 155:	0.000	0.000	270.000	15.606	184.231	255.000
Frame 156:	0.000	0.000	270.000	15.706	184.231	255.000
Frame 157:	0.000	0.000	270.000	15.805	184.231	255.000
Frame 158:	0.638	0.638	276.385	15.902	183.594	255.023
Frame 159:	1.614	1.627	286.330	16.002	182.617	255.204
Frame 160:	2.622	2.687	297.124	16.110	181.610	255.587
Frame 161:	3.476	3.646	307.102	16.209	180.755	256.100
Frame 162:	4.225	4.576	317.070	16.309	180.007	256.757
Frame 163:	4.896	5.533	322.715	16.415	179.336	257.577
Frame 164:	5.425	6.335	322.715	16.502	178.807	258.271
Frame 165:	6.028	7.269	322.715	16.602	178.204	259.063
Frame 166:	6.625	8.209	322.715	16.700	177.607	259.848
Frame 167:	7.305	9.292	322.715	16.813	176.926	260.741
Frame 168:	7.908	10.257	322.715	16.912	176.324	261.533
Frame 169:	8.446	11.123	322.715	17.001	175.786	262.239
Frame 170:	9.049	12.099	322.715	17.101	175.182	263.031
Frame 171:	9.714	13.178	322.715	17.210	174.518	263.905
Frame 172:	10.260	14.066	322.715	17.301	173.972	264.622
Frame 173:	10.962	15.210	322.715	17.417	173.269	265.544
Frame 174:	11.497	16.083	322.715	17.505	172.734	266.247
Frame 175:	12.174	17.189	322.715	17.616	172.058	267.135
Frame 176:	12.776	18.174	322.715	17.716	171.456	267.926
Frame 177:	13.315	19.057	322.715	17.805	170.917	268.634
Frame 178:	131.659	132.203	337.613	17.916	172.572	266.979
Frame 179:	129.437	129.804	357.613	18.015	174.794	264.757
Frame 180:	127.862	128.109	12.903	18.100	176.370	262.954
Frame 181:	125.762	125.880	33.772	18.218	178.470	260.452
Frame 182:	124.230	124.283	48.995	18.301	180.001	258.626
Frame 183:	122.383	122.392	67.348	18.403	181.848	256.425
Frame 184:	120.290	120.290	87.033	18.512	183.942	255.000
Frame 185:	119.953	119.953	90.000	18.614	184.279	255.000
Frame 186:	119.953	119.953	90.000	18.717	184.279	255.000
Frame 187:	119.953	119.953	90.000	18.807	184.279	255.000
Frame 188:	119.953	119.953	90.000	18.908	184.279	255.000
Frame 189:	119.953	119.953	90.000	19.017	184.279	255.000
Frame 190:	119.953	119.953	90.000	19.100	184.279	255.000
Frame 191:	119.953	119.953	90.000	19.213	184.279	255.000
Frame 192:	119.953	119.953	90.000	19.313	184.279	255.000
Frame 193:	119.953	119.953	90.000	19.412	184.279	255.000
Frame 194:	119.953	119.953	90.000	19.512	184.279	255.000
Frame 195:	119.953	119.953	90.000	19.611	184.279	255.000
Frame 196:	119.953	119.953	90.000	19.711	184.279	255.000
Frame 197:	119.953	119.953	90.000	19.801	184.279	255.000
Frame 198:	119.953	119.953	90.000	19.900	184.279	255.000
Frame 199:	119.953	119.953	90.000	20.016	184.279	255.000
Frame 200:	119.953	119.953	90.000	20.116	184.279	255.000
Frame 201:	119.953	119.953	90.000	20.215	184.279	255.000
Frame 202:	119.953	119.953	90.000	20.305	184.279	255.000
Frame 203:	119.953	119.953	90.000	20.412	184.279	255.000
Frame 204:	119.953	119.953	90.000	20.512	184.279	255.000
Frame 205:	119.953	119.953	90.000	20.611	184.279	255.000
Frame 206:	119.953	119.953	90.000	20.703	184.279	255.000
Frame 207:	119.953	119.953	90.000	20.802	184.279	255.000
Frame 208:	119.953	119.953	90.000	20.902	184.279	255.000
Frame 209:	119.953	119.953	90.000	21.001	184.279	255.000
Frame 210:	119.953	119.953	90.000	21.101	184.279	255.000
Frame 211:	119.953	119.953	90.000	21.200	184.279	255.000
Frame 212:	119.953	119.953	90.000	21.316	184.279	255.000
Frame 213:	119.953	119.953	90.000	21.407	184.279	255.000
Frame 214:	119.953	119.953	90.000	21.513	184.279	255.000
Frame 215:	119.953	119.953	90.000	21.613	184.279	255.000
Frame 216:	119.953	119.953	90.000	21.703	184.279	255.000
Frame 217:	119.953	119.953	90.000	21.802	184.279	255.000
Frame 218:	119.455	119.455	90.000	21.902	184.776	255.000
Frame 219:	118.432	118.432	90.000	22.004	185.800	255.000
Frame 220:	117.341	117.341	90.000	22.113	186.890	255.000
Frame 221:	116.327	116.327	90.000	22.215	187.904	255.000
Frame 222:	115.309	115.309	90.000	22.316	188.922	255.000
Frame 223:	114.315	114.315	90.000	22.416	189.916	255.000
Frame 224:	113.315	113.315	90.000	22.516	190.917	255.000
Frame 225:	112.312	112.312	90.000	22.616	191.920	255.000
Frame 226:	111.385	111.385	90.000	22.709	192.847	255.000
Frame 227:	110.419	110.419	90.000	22.805	193.813	255.000
Frame 228:	109.424	109.424	90.000	22.905	194.807	255.000
Frame 229:	108.326	108.326	90.000	23.015	195.905	255.000
Frame 230:	107.319	107.319	90.000	23.115	196.912	255.000
Frame 231:	106.325	106.325	90.000	23.215	197.906	255.000
Frame 232:	105.464	105.464	90.000	23.301	198.768	255.000
Frame 233:	104.383	104.383	90.000	23.409	199.849	255.000
Frame 234:	103.317	103.317	90.000	23.516	200.914	255.000
Frame 235:	102.456	102.456	90.000	23.602	201.776	255.000
Frame 236:	101.460	101.460	90.000	23.701	202.771	255.000
Frame 237:	100.466	100.466	90.000	23.801	203.766	255.000
Frame 238:	99.465	99.465	90.000	23.901	204.767	255.000
Frame 239:	98.470	98.470	90.000	24.000	205.762	255.000
Frame 240:	97.470	97.470	90.000	24.100	206.762	255.000
Frame 241:	96.310	96.310	90.000	24.216	207.922	255.000
Frame 242:	95.275	95.275	90.000	24.320	208.956	255.000
Frame 243:	94.446	94.446	90.000	24.403	209.786	255.000
Frame 244:	93.388	93.388	90.000	24.509	210.843	255.000
Frame 245:	92.394	92.394	90.000	24.608	211.837	255.000
Frame 246:	91.398	91.398	90.000	24.707	212.833	255.000
Frame 247:	90.383	90.383	90.000	24.809	213.848	255.000
Frame 248:	89.390	89.390	90.000	24.908	214.841	255.000
Frame 249:	88.373	88.373	90.000	25.010	215.858	255.000
Frame 250:	87.358	87.358	90.000	25.112	216.874	255.000
Frame 251:	86.363	86.363	90.000	25.211	217.868	255.000
Frame 252:	85.332	85.332	90.000	25.314	218.900	255.000
Frame 253:	84.328	84.328	90.000	25.415	219.904	255.000
Frame 254:	83.334	83.334	90.000	25.514	220.897	255.000
Frame 255:	82.330	82.330	90.000	25.614	221.902	255.000
Frame 256:	81.463	81.463	90.000	25.701	222.769	255.000
Frame 257:	80.468	80.468	90.000	25.801	223.764	255.000
Frame 258:	79.468	79.468	90.000	25.901	224.763	255.000
Frame 259:	78.463	78.463	90.000	26.001	225.768	255.000
Frame 260:	77.468	77.468	90.000	26.101	226.763	255.000
Frame 261:	76.424	76.424	90.000	26.205	227.808	255.000
Frame 262:	75.367	75.367	90.000	26.311	228.864	255.000
Frame 263:	74.372	74.372	90.000	26.410	229.860	255.000
Frame 264:	73.339	73.339	90.000	26.513	230.893	255.000
Frame 265:	72.330	72.330	90.000	26.614	231.902	255.000
Frame 266:	71.286	71.286	90.000	26.719	232.945	255.000
Frame 267:	70.426	70.426	90.000	26.805	233.806	255.000
Frame 268:	69.381	69.381	90.000	26.909	234.850	255.000
Frame 269:	68.320	68.320	90.000	27.015	235.911	255.000
Frame 270:	67.322	67.322	90.000	27.115	236.909	255.000
Frame 271:	66.329	66.329	90.000	27.214	237.902	255.000
Frame 272:	65.315	65.315	90.000	27.316	238.917	255.000
Frame 273:	64.427	64.427	90.000	27.405	239.804	255.000
Frame 274:	63.433	63.433	90.000	27.504	240.799	255.000
Frame 275:	62.406	62.406	90.000	27.607	241.826	255.000
Frame 276:	61.410	61.410	90.000	27.706	242.821	255.000
Frame 277:	60.380	60.380	90.000	27.809	243.851	255.000
Frame 278:	59.382	59.382	90.000	27.909	244.850	255.000
Frame 279:	58.318	58.318	90.000	28.015	245.913	255.000
Frame 280:	57.416	57.416	90.000	28.106	246.815	255.000
Frame 281:	56.348	56.348	90.000	28.213	247.884	255.000
Frame 282:	55.355	55.355	90.000	28.312	248.877	255.000
Frame 283:	54.309	54.309	90.000	28.416	249.922	255.000
Frame 284:	53.314	53.314	90.000	28.516	250.918	255.000
Frame 285:	52.468	52.468	90.000	28.601	251.764	255.000
Frame 286:	51.445	51.445	90.000	28.703	252.786	255.000
Frame 287:	50.452	50.452	90.000	28.802	253.779	255.000
Frame 288:	49.417	49.417	90.000	28.906	254.814	255.000
Frame 289:	48.372	48.372	90.000	29.010	255.860	255.000
Frame 290:	47.366	47.366	90.000	29.111	256.866	255.000
Frame 291:	46.319	46.319	90.000	29.215	257.913	255.000
Frame 292:	45.431	45.431	90.000	29.304	258.800	255.000
Frame 293:	44.433	44.433	90.000	29.404	259.799	255.000
Frame 294:	43.351	43.351	90.000	29.512	260.880	255.000
Frame 295:	42.376	42.376	90.000	29.610	261.856	255.000
Frame 296:	41.373	41.373	90.000	29.710	262.858	255.000
Frame 297:	40.414	40.414	90.000	29.806	263.817	255.000
Frame 298:	39.380	39.380	90.000	29.909	264.851	255.000
Frame 299:	38.385	38.385	90.000	30.009	265.847	255.000
Frame 300:	37.329	37.329	90.000	30.114	266.902	255.000
Frame 301:	36.254	36.254	90.000	30.222	267.977	255.000
Frame 302:	35.425	35.425	90.000	30.305	268.807	255.000
Frame 303:	34.415	34.415	90.000	30.406	269.817	255.000
Frame 304:	33.421	33.421	90.000	30.505	270.811	255.000
Frame 305:	32.343	32.343	90.000	30.613	271.889	255.000
Frame 306:	31.471	31.471	90.000	30.700	272.761	255.000
Frame 307:	30.311	30.311	90.000	30.816	273.920	255.000
Frame 308:	29.442	29.442	90.000	30.903	274.789	255.000
Frame 309:	28.404	28.404	90.000	31.007	275.827	255.000
Frame 310:	27.410	27.410	90.000	31.106	276.821	255.000
Frame 311:	26.458	26.458	90.000	31.202	277.774	255.000
Frame 312:	25.349	25.349	90.000	31.312	278.883	255.000
Frame 313:	24.354	24.354	90.000	31.412	279.878	255.000
Frame 314:	23.422	23.422	90.000	31.505	280.809	255.000
Frame 315:	22.428	22.428	90.000	31.605	281.803	255.000
Frame 316:	21.422	21.422	90.000	31.705	282.809	255.000
Frame 317:	20.400	20.400	90.000	31.807	283.832	255.000
Frame 318:	19.406	19.406	90.000	31.907	284.825	255.000
Frame 319:	18.372	18.372	90.000	32.010	285.859	255.000
Frame 320:	17.470	17.470	90.000	32.100	286.761	255.000
Frame 321:	16.310	16.310	94.966	32.216	287.922	254.986
Frame 322:	15.421	15.422	103.963	32.306	288.810	254.852
Frame 323:	14.383	14.390	107.274	32.415	289.848	254.544
Frame 324:	13.433	13.454	107.274	32.514	290.799	254.249
Frame 325:	12.584	12.625	107.274	32.603	291.648	253.985
Frame 326:	11.635	11.709	107.274	32.702	292.596	253.690
Frame 327:	10.649	10.771	107.274	32.806	293.582	253.383
Frame 328:	9.729	9.914	107.274	32.902	294.502	253.097
Frame 329:	8.780	9.051	107.274	33.001	295.451	252.802
Frame 330:	7.799	8.190	107.274	33.104	296.433	252.497
Frame 331:	6.786	7.347	107.274	33.210	297.446	252.182
Frame 332:	5.836	6.614	107.274	33.310	298.396	251.887
Frame 333:	4.960	6.006	107.274	33.401	299.271	251.614
Frame 334:	4.190	5.444	107.274	33.512	300.041	251.525
Frame 335:	3.943	5.066	107.274	33.611	300.288	251.820
Frame 336:	3.719	4.723	107.274	33.702	300.513	252.087
Frame 337:	3.472	4.348	107.274	33.801	300.760	252.382
Frame 338:	3.195	3.930	103.957	33.911	301.037	252.710
Frame 339:	2.885	3.471	94.409	34.007	301.347	253.069
Frame 340:	2.474	2.869	87.783	34.106	301.757	253.548
Frame 341:	2.028	2.227	87.783	34.210	302.204	254.080
Frame 342:	1.635	1.696	87.783	34.300	302.596	254.548
Frame 343:	0.865	0.873	87.783	34.402	303.366	254.881
Frame 344:	0.000	0.000	87.783	34.512	304.231	255.000
Frame 345:	0.000	0.000	90.000	34.626	304.231	255.000
Frame 346:	0.000	0.000	90.000	34.709	304.231	255.000
Frame 347:	0.000	0.000	90.000	34.808	304.231	255.000
Frame 348:	0.000	0.000	90.000	34.908	304.231	255.000
Frame 349:	0.000	0.000	90.000	35.007	304.231	255.000
Frame 350:	0.000	0.000	90.000	35.106	304.231	255.000
Frame 351:	0.000	0.000	90.000	35.206	304.231	255.000
Frame 352:	0.000	0.000	90.000	35.312	304.231	255.000
Frame 353:	0.000	0.000	90.000	35.411	304.231	255.000
Frame 354:	0.000	0.000	90.000	35.511	304.231	255.000
Frame 355:	0.000	0.000	90.000	35.610	304.231	255.000
Frame 356:	0.000	0.000	90.000	35.709	304.231	255.000
Frame 357:	0.000	0.000	90.000	35.809	304.231	255.000
Frame 358:	0.000	0.000	90.000	35.908	304.231	255.000
Frame 359:	0.000	0.000	90.000	36.008	304.231	255.000
Frame 360:	0.000	0.000	90.000	36.102	304.231	255.000
Frame 361:	0.000	0.000	90.000	36.201	304.231	255.000
Frame 362:	0.000	0.000	90.000	36.301	304.231	255.000
Frame 363:	0.255	0.255	95.867	36.409	304.487	254.985
Frame 364:	1.234	1.248	105.823	36.509	305.466	254.812
Frame 365:	2.237	2.305	116.527	36.616	306.468	254.442
Frame 366:	3.119	3.301	126.803	36.719	307.350	253.917
Frame 367:	3.752	4.086	135.095	36.802	307.983	253.383
Frame 368:	4.475	5.095	140.069	36.911	308.706	252.564
Frame 369:	5.112	6.030	140.069	37.010	309.344	251.803
Frame 370:	5.718	6.933	140.069	37.104	309.949	251.079
Frame 371:	6.336	7.865	140.069	37.201	310.567	250.341
Frame 372:	6.975	8.835	140.069	37.300	311.206	249.578
Frame 373:	7.617	9.815	140.069	37.400	311.848	248.810
Frame 374:	8.384	10.991	140.069	37.520	312.616	247.894
Frame 375:	8.917	11.809	140.069	37.603	313.148	247.258
Frame 376:	9.581	12.831	140.069	37.706	313.812	246.465
Frame 377:	10.219	13.816	140.069	37.806	314.450	245.702
Frame 378:	10.912	14.886	140.069	37.914	315.143	244.874
Frame 379:	11.523	15.831	140.069	38.009	315.754	244.144
Frame 380:	12.163	16.821	140.069	38.109	316.394	243.380
Frame 381:	12.762	17.749	140.069	38.202	316.993	242.664
Frame 382:	13.478	18.859	140.069	38.313	317.709	241.809
Frame 383:	132.261	132.804	151.984	38.413	316.492	243.005
Frame 384:	130.487	130.887	167.947	38.502	314.719	244.778
Frame 385:	128.499	128.763	185.842	38.601	312.730	246.767
Frame 386:	126.346	126.493	205.216	38.709	310.578	248.919
Frame 387:	124.397	124.456	224.255	38
